token,rating,date,version,used_count,master_word,token_category
good,4,2020-01-07,8.2,1,,
good,4,2020-02-10,8.2,4,,
good,4,2020-11-09,,1,,
good,4,2019-05-27,7.5,3,,
good,4,2020-01-08,8.2,1,,
good,4,2019-05-10,7.4,1,,
good,4,2020-07-06,8.8,2,,
good,4,2020-08-17,8.8,2,,
good,4,2020-06-06,8.8,1,,
good,4,2020-08-30,9.0,2,,
good,4,2019-12-01,8.2,1,,
good,4,2020-03-26,,1,,
good,4,2020-03-26,,1,,
good,4,2020-03-26,8.7,2,,
good,4,2020-02-15,8.2,2,,
good,4,2020-04-13,8.7,2,,
good,4,2020-04-19,8.7,3,,
good,4,2020-11-13,9.2,2,,
good,4,2019-02-02,6.6,1,,
good,4,2020-03-10,8.2,1,,
good,4,2019-01-30,6.7,1,,
good,4,2019-04-24,7.4,2,,
good,4,2019-11-30,8.2,3,,
good,4,2019-06-16,7.5,1,,
good,4,2020-10-19,9.0,1,,
good,4,2020-08-06,,1,,
good,4,2019-12-08,,1,,
good,4,2019-12-08,8.2,1,,
good,4,2019-08-30,7.7,1,,
good,4,2020-07-28,8.8,1,,
good,4,2020-07-28,,1,,
good,4,2020-05-16,8.8,1,,
good,4,2020-06-14,8.8,1,,
good,4,2019-11-03,8.0,1,,
good,4,2019-01-13,6.7,1,,
good,4,2020-04-21,8.7,1,,
good,4,2020-01-14,8.2,2,,
good,4,2020-04-07,8.7,2,,
good,4,2020-04-07,,1,,
good,4,2020-04-11,8.7,1,,
good,4,2019-12-04,8.2,2,,
good,4,2019-10-31,8.0,2,,
good,4,2019-11-01,,1,,
good,4,2019-11-01,8.0,1,,
good,4,2020-08-29,9.0,2,,
good,4,2020-08-29,,1,,
good,4,2020-10-08,,1,,
good,4,2020-08-21,8.8,2,,
good,4,2019-08-05,7.7,2,,
good,4,2020-06-05,8.8,2,,
good,4,2019-10-10,8.0,2,,
good,4,2020-06-17,8.8,1,,
good,4,2020-09-15,,1,,
good,4,2020-09-01,9.0,2,,
good,4,2019-09-26,7.91,2,,
good,4,2020-01-26,8.2,2,,
good,4,2020-01-31,8.2,2,,
good,4,2020-01-31,,1,,
good,4,2020-02-17,8.2,1,,
good,4,2020-08-26,,1,,
good,4,2019-12-03,8.2,1,,
good,4,2019-05-09,7.4,1,,
good,4,2019-11-25,,1,,
good,4,2020-07-18,8.8,1,,
good,4,2019-04-20,7.4,2,,
good,4,2019-08-13,7.7,1,,
good,4,2020-08-25,9.0,1,,
good,4,2020-08-25,8.8,1,,
good,4,2020-07-22,8.8,1,,
good,4,2019-08-27,7.7,2,,
good,4,2019-11-26,8.2,2,,
good,4,2020-07-15,8.8,2,,
good,4,2019-04-22,7.4,1,,
good,4,2020-05-17,8.8,1,,
good,4,2020-02-24,8.2,2,,
good,4,2019-03-02,6.9,1,,
good,4,2020-07-09,,1,,
good,4,2020-04-02,8.7,1,,
good,4,2019-08-25,7.7,2,,
good,4,2020-02-20,8.2,2,,
good,4,2019-10-13,,1,,
good,4,2019-10-13,8.0,1,,
good,4,2019-09-24,,1,,
good,4,2019-11-17,8.0,1,,
good,4,2019-09-10,7.91,1,,
good,4,2019-12-23,8.2,1,,
good,4,2019-02-22,6.9,1,,
good,4,2020-09-11,9.0,2,,
good,4,2019-01-15,6.7,1,,
good,4,2019-07-23,,1,,
good,4,2019-06-07,7.5,1,,
good,4,2019-05-30,,1,,
good,4,2019-10-08,8.0,1,,
good,4,2019-01-24,6.7,1,,
good,4,2020-05-13,8.8,1,,
good,4,2020-04-15,8.7,2,,
good,4,2020-03-08,8.2,1,,
good,4,2019-04-07,,1,,
good,4,2019-06-22,,1,,
good,4,2019-09-27,7.91,2,,
good,4,2019-12-29,8.2,3,,
good,4,2019-05-21,7.5,1,,
good,4,2020-01-20,8.2,1,,
good,4,2019-05-20,7.5,1,,
good,4,2019-04-19,7.4,3,,
good,4,2019-05-31,,1,,
good,4,2020-04-01,8.7,2,,
good,4,2020-11-17,9.2,3,,
good,4,2020-11-18,9.2,2,,
good,4,2020-11-01,9.2,1,,
good,4,2020-10-01,9.0,1,,
good,4,2020-10-12,9.0,1,,
good,4,2020-06-07,8.8,1,,
good,4,2020-06-07,,1,,
good,4,2020-06-22,8.8,2,,
good,4,2020-05-19,8.8,1,,
good,4,2020-07-23,8.8,1,,
good,4,2020-06-03,8.8,1,,
good,4,2020-06-25,8.8,2,,
good,4,2020-07-24,8.8,1,,
good,4,2020-07-24,,1,,
good,4,2020-05-28,8.8,1,,
good,4,2020-05-18,8.8,1,,
good,4,2020-07-16,8.8,1,,
good,4,2020-07-17,8.8,1,,
good,4,2020-06-01,8.8,1,,
good,4,2020-07-07,8.8,1,,
good,4,2020-07-20,8.8,1,,
good,4,2020-05-08,8.8,2,,
good,4,2020-08-10,8.8,2,,
good,4,2020-07-12,8.8,1,,
good,4,2020-08-14,8.8,1,,
good,4,2020-06-18,8.8,1,,
good,4,2020-07-05,8.8,1,,
good,4,2020-07-05,,1,,
good,4,2020-06-29,8.8,1,,
good,4,2020-06-29,,1,,
good,4,2020-08-16,8.8,1,,
good,4,2020-07-30,8.8,1,,
good,4,2020-05-24,8.8,1,,
good,4,2020-06-12,8.8,1,,
good,4,2020-06-12,,1,,
good,4,2020-08-09,8.8,1,,
good,4,2020-08-09,,1,,
good,4,2020-05-14,8.8,2,,
good,4,2020-05-14,,1,,
good,4,2020-05-14,,1,,
good,4,2020-07-10,8.8,1,,
good,4,2020-06-11,8.8,1,,
good,4,2020-04-06,8.7,1,,
good,4,2020-04-27,8.7,1,,
good,4,2020-04-25,8.7,1,,
good,4,2020-04-03,8.7,2,,
good,4,2020-04-22,8.7,1,,
good,4,2020-04-17,8.7,1,,
good,4,2020-04-28,8.7,1,,
good,4,2020-03-15,8.2,1,,
good,4,2020-02-11,8.2,1,,
good,4,2019-12-14,8.2,3,,
good,4,2020-01-29,8.2,1,,
good,4,2019-12-15,8.2,2,,
good,4,2020-01-01,8.2,1,,
good,4,2020-01-12,8.2,3,,
good,4,2020-02-26,8.2,1,,
good,4,2020-02-28,8.2,1,,
good,4,2020-02-18,8.2,3,,
good,4,2020-01-06,8.2,2,,
good,4,2020-02-12,8.2,1,,
good,4,2020-02-27,8.2,1,,
good,4,2019-12-07,8.2,1,,
good,4,2020-01-02,8.2,1,,
good,4,2020-01-09,8.2,1,,
good,4,2020-02-22,8.2,1,,
good,4,2020-03-02,8.2,2,,
good,4,2019-12-10,8.2,1,,
good,4,2019-11-29,8.2,1,,
good,4,2019-11-27,8.2,1,,
good,4,2020-03-03,8.2,2,,
good,4,2020-02-02,8.2,2,,
good,4,2020-01-17,8.2,1,,
good,4,2020-01-04,8.2,1,,
good,4,2020-02-03,8.2,1,,
good,4,2020-03-12,8.2,1,,
good,4,2020-01-24,8.2,1,,
good,4,2020-01-05,8.2,1,,
good,4,2020-03-14,8.2,1,,
good,4,2020-03-13,8.2,1,,
good,4,2020-02-04,8.2,1,,
good,4,2020-03-07,8.2,1,,
good,4,2019-11-08,8.0,1,,
good,4,2019-11-07,8.0,1,,
good,4,2019-11-05,8.0,2,,
good,4,2019-10-15,8.0,2,,
good,4,2019-10-07,8.0,1,,
good,4,2019-11-13,8.0,1,,
good,4,2019-11-11,8.0,4,,
good,4,2019-11-20,8.0,1,,
good,4,2019-10-24,8.0,1,,
good,4,2019-10-24,,1,,
good,4,2019-11-16,8.0,1,,
good,4,2019-09-19,7.91,1,,
good,4,2019-09-19,,1,,
good,4,2019-09-29,7.91,1,,
good,4,2019-09-20,7.91,1,,
good,4,2019-09-28,7.91,1,,
good,4,2019-08-23,7.7,1,,
good,4,2019-09-02,7.7,1,,
good,4,2019-07-19,7.7,1,,
good,4,2019-07-20,7.7,3,,
good,4,2019-08-29,7.7,1,,
good,4,2019-07-27,7.7,2,,
good,4,2019-07-13,7.7,1,,
good,4,2019-07-25,7.7,1,,
good,4,2019-07-25,,1,,
good,4,2019-08-09,7.7,1,,
good,4,2019-08-11,7.7,1,,
good,4,2019-08-01,7.7,1,,
good,4,2019-07-30,7.7,1,,
good,4,2019-07-26,7.7,1,,
good,4,2019-08-15,7.7,1,,
good,4,2019-08-22,7.7,2,,
good,4,2019-09-04,7.7,1,,
good,4,2019-08-16,7.7,1,,
good,4,2019-08-04,7.7,1,,
good,4,2019-08-26,7.7,1,,
good,4,2019-06-14,7.6,1,,
good,4,2019-05-14,7.5,2,,
good,4,2019-05-17,7.5,1,,
good,4,2019-05-22,7.5,2,,
good,4,2019-05-23,7.5,1,,
good,4,2019-06-03,7.5,1,,
good,4,2019-05-18,7.5,1,,
good,4,2019-05-28,7.5,1,,
good,4,2019-05-11,7.5,2,,
good,4,2019-06-02,7.5,1,,
good,4,2019-04-28,7.4,2,,
good,4,2019-04-27,7.4,3,,
good,4,2019-04-26,7.4,1,,
good,4,2019-04-29,7.4,2,,
good,4,2019-05-01,7.4,1,,
good,4,2019-04-17,7.4,1,,
good,4,2019-04-17,7.1,1,,
good,4,2019-04-23,7.4,1,,
good,4,2019-04-13,7.02,2,,
good,4,2019-03-26,7.02,1,,
good,4,2019-03-17,7.02,1,,
good,4,2019-03-24,7.02,1,,
good,4,2019-03-09,6.9,1,,
good,4,2019-02-18,6.9,1,,
good,4,2019-03-06,6.9,1,,
good,4,2019-02-28,6.9,1,,
good,4,2019-02-14,6.8,1,,
good,4,2019-02-01,6.8,1,,
good,4,2019-02-01,6.7,1,,
good,4,2019-02-09,6.8,1,,
good,4,2019-01-28,6.7,1,,
good,4,2019-02-15,,1,,
good,4,2020-07-01,,1,,
good,4,2020-03-18,,1,,
good,4,2019-09-07,,1,,
good,4,2019-09-13,,1,,
good,4,2020-08-27,9.0,1,,
good,4,2019-05-12,,1,,
good,4,2020-09-14,9.0,1,,
good,4,2019-08-21,,1,,
good,4,2019-12-26,,1,,
good,4,2020-06-23,,1,,
good,4,2020-04-23,,1,,
good,4,2020-03-21,,1,,
good,4,2020-03-21,,1,,
good,4,2020-03-21,,1,,
good,4,2020-01-19,,1,,
good,4,2020-03-09,,1,,
good,4,2020-09-17,9.0,1,,
for,4,2020-11-12,9.2,1,,
for,4,2020-11-12,,1,,
for,4,2020-10-29,9.2,1,,
for,4,2020-11-06,9.2,1,,
for,4,2020-10-15,9.0,1,,
for,4,2020-09-05,9.0,1,,
for,4,2020-06-11,,3,,
for,4,2020-06-11,8.8,1,,
for,4,2020-10-26,8.8,1,,
for,4,2020-08-01,8.8,1,,
for,4,2020-09-16,9.0,1,,
for,4,2020-01-04,8.2,1,,
for,4,2020-04-18,,2,,
for,4,2020-11-16,9.2,1,,
for,4,2020-08-13,8.8,3,,
for,4,2020-06-04,,2,,
for,4,2020-05-14,8.8,1,,
for,4,2020-02-06,8.2,3,,
for,4,2020-06-13,8.8,1,,
for,4,2020-04-04,,1,,
for,4,2020-04-11,8.7,2,,
for,4,2020-01-20,8.2,2,,
for,4,2019-12-09,8.2,3,,
for,4,2020-10-06,,1,,
for,4,2019-10-03,7.7,1,,
for,4,2020-03-15,8.2,1,,
for,4,2019-12-25,8.2,3,,
for,4,2018-12-25,6.6,1,,
for,4,2020-06-06,8.8,2,,
for,4,2020-05-17,8.8,1,,
for,4,2020-05-10,8.8,2,,
for,4,2020-08-12,8.8,3,,
for,4,2019-06-11,7.5,1,,
for,4,2019-07-14,6.9,1,,
for,4,2019-11-05,8.0,1,,
for,4,2020-04-23,,1,,
for,4,2020-04-28,8.7,1,,
for,4,2020-05-04,8.8,1,,
for,4,2019-11-19,8.0,1,,
for,4,2020-05-05,8.8,2,,
for,4,2020-04-30,8.8,2,,
for,4,2020-04-30,8.7,1,,
for,4,2020-05-11,8.8,1,,
for,4,2020-04-16,8.7,1,,
for,4,2020-05-02,8.8,1,,
for,4,2020-03-29,,1,,
for,4,2019-08-15,7.7,1,,
for,4,2019-09-11,7.91,1,,
for,4,2020-06-28,8.8,1,,
for,4,2020-01-07,8.2,2,,
for,4,2019-10-16,,1,,
for,4,2019-11-18,8.0,1,,
for,4,2020-08-19,8.8,1,,
for,4,2019-12-22,8.2,2,,
for,4,2020-03-26,8.7,1,,
for,4,2020-07-10,8.8,2,,
for,4,2020-05-20,,1,,
for,4,2020-05-20,8.8,1,,
for,4,2020-06-17,,1,,
for,4,2020-04-26,8.7,1,,
for,4,2020-07-21,,1,,
for,4,2020-09-11,9.0,1,,
for,4,2020-05-29,8.8,2,,
for,4,2020-03-25,8.2,1,,
for,4,2020-03-03,8.2,1,,
for,4,2020-01-08,8.2,1,,
for,4,2019-10-09,,1,,
for,4,2019-10-09,,1,,
for,4,2019-10-09,,1,,
for,4,2019-12-13,8.2,1,,
for,4,2020-08-30,9.0,1,,
for,4,2020-05-08,8.8,1,,
for,4,2020-04-15,,1,,
for,4,2020-04-05,8.7,1,,
for,4,2019-10-17,8.0,1,,
for,4,2020-03-06,8.2,1,,
for,4,2020-07-28,8.8,1,,
for,4,2020-03-09,,1,,
for,4,2020-06-14,8.8,1,,
for,4,2020-10-24,,1,,
for,4,2020-04-21,8.7,1,,
for,4,2020-01-14,8.2,1,,
for,4,2019-11-30,8.2,1,,
for,4,2019-04-28,7.4,1,,
for,4,2020-08-25,,1,,
for,4,2019-07-25,7.7,1,,
for,4,2020-10-17,,1,,
for,4,2019-08-09,7.7,3,,
for,4,2019-10-10,8.0,1,,
for,4,2020-06-21,8.8,1,,
for,4,2020-09-01,9.0,1,,
for,4,2020-07-19,8.8,1,,
for,4,2019-02-20,6.9,1,,
for,4,2020-04-03,8.7,1,,
for,4,2019-07-28,7.7,2,,
for,4,2020-02-22,8.2,1,,
for,4,2019-04-24,7.4,1,,
for,4,2019-12-04,8.2,1,,
for,4,2019-03-02,6.9,1,,
for,4,2020-07-30,8.8,1,,
for,4,2019-12-07,8.2,1,,
for,4,2020-07-13,,1,,
for,4,2018-12-17,,1,,
for,4,2020-02-28,8.2,1,,
for,4,2019-05-29,7.5,1,,
for,4,2020-11-17,9.2,2,,
for,4,2020-11-18,9.2,1,,
for,4,2019-08-20,7.7,1,,
for,4,2019-02-17,6.9,1,,
for,4,2019-02-15,,1,,
for,4,2019-04-02,,1,,
month,4,2020-11-12,9.2,2,month,other_token
month,4,2020-02-02,8.2,1,month,other_token
month,4,2018-12-30,6.6,1,month,other_token
after,4,2020-11-12,9.2,3,,
after,4,2020-09-24,9.0,1,,
after,4,2020-08-28,,1,,
after,4,2020-07-30,8.8,1,,
after,4,2020-05-30,8.8,1,,
after,4,2020-01-20,8.2,1,,
after,4,2019-12-09,8.2,1,,
after,4,2020-09-14,,1,,
after,4,2019-09-12,,3,,
after,4,2019-09-12,7.91,1,,
after,4,2019-10-03,7.7,1,,
after,4,2020-02-21,8.2,1,,
after,4,2019-06-12,7.6,1,,
after,4,2020-02-11,8.2,1,,
after,4,2020-03-29,8.7,2,,
after,4,2019-07-14,6.9,1,,
after,4,2019-11-05,8.0,1,,
after,4,2019-12-31,8.2,1,,
after,4,2019-11-17,8.0,1,,
after,4,2020-04-23,,2,,
after,4,2019-06-13,7.6,1,,
after,4,2019-10-31,8.0,1,,
after,4,2019-11-18,8.0,1,,
after,4,2020-05-04,8.8,1,,
after,4,2020-03-20,8.2,1,,
after,4,2020-03-04,8.2,1,,
after,4,2019-11-23,8.0,1,,
after,4,2019-10-06,8.0,1,,
after,4,2019-02-22,6.9,1,,
after,4,2019-05-10,7.5,1,,
after,4,2020-08-11,8.8,1,,
after,4,2019-01-31,,2,,
after,4,2020-05-13,8.8,1,,
after,4,2019-04-26,7.4,1,,
after,4,2020-11-17,9.2,1,,
after,4,2019-03-09,6.9,1,,
after,4,2019-03-05,6.9,1,,
after,4,2019-04-02,,1,,
stopped,4,2020-11-12,9.2,1,stopped,other_token
stopped,4,2020-03-29,8.7,1,stopped,other_token
giving,4,2020-11-12,9.2,3,,
giving,4,2020-06-11,,2,,
giving,4,2020-07-31,8.8,1,,
giving,4,2020-03-29,8.7,1,,
giving,4,2020-03-29,,2,,
giving,4,2020-07-29,8.8,1,,
giving,4,2019-09-01,7.7,1,,
giving,4,2020-08-31,9.0,1,,
giving,4,2019-12-31,8.2,1,,
giving,4,2019-10-31,8.0,1,,
giving,4,2020-05-05,8.8,1,,
giving,4,2020-08-02,8.8,1,,
giving,4,2020-07-04,8.8,1,,
giving,4,2020-06-07,8.8,1,,
giving,4,2019-05-28,,1,,
money,4,2020-11-12,9.2,2,money,money_terms
money,4,2020-11-03,9.2,2,money,money_terms
money,4,2020-10-29,9.2,2,money,money_terms
money,4,2020-10-31,9.2,2,money,money_terms
money,4,2020-11-06,9.2,2,money,money_terms
money,4,2020-11-04,9.2,1,money,money_terms
money,4,2020-11-05,9.2,1,money,money_terms
money,4,2020-11-10,9.2,1,money,money_terms
money,4,2020-09-23,9.0,1,money,money_terms
money,4,2020-09-10,9.0,1,money,money_terms
money,4,2020-09-24,9.0,2,money,money_terms
money,4,2020-05-29,8.8,3,money,money_terms
money,4,2020-08-01,8.8,2,money,money_terms
money,4,2020-05-28,8.8,1,money,money_terms
money,4,2020-09-19,9.0,2,money,money_terms
money,4,2020-09-16,9.0,1,money,money_terms
money,4,2020-09-03,,2,money,money_terms
money,4,2020-04-18,,1,money,money_terms
money,4,2020-10-11,,2,money,money_terms
money,4,2020-08-12,8.8,3,money,money_terms
money,4,2020-08-13,8.8,1,money,money_terms
money,4,2020-09-02,9.0,2,money,money_terms
money,4,2020-10-20,,1,money,money_terms
money,4,2020-07-31,8.8,1,money,money_terms
money,4,2020-03-29,8.7,2,money,money_terms
money,4,2020-03-29,,2,money,money_terms
money,4,2020-03-29,,1,money,money_terms
money,4,2020-04-04,,1,money,money_terms
money,4,2020-01-20,8.2,1,money,money_terms
money,4,2020-06-14,,1,money,money_terms
money,4,2020-06-14,8.8,1,money,money_terms
money,4,2020-05-31,8.8,2,money,money_terms
money,4,2020-04-14,8.7,1,money,money_terms
money,4,2019-11-19,8.0,4,money,money_terms
money,4,2020-07-29,8.8,3,money,money_terms
money,4,2019-12-09,8.2,3,money,money_terms
money,4,2020-10-06,,1,money,money_terms
money,4,2020-09-14,,1,money,money_terms
money,4,2019-09-12,,1,money,money_terms
money,4,2020-04-13,8.7,1,money,money_terms
money,4,2020-04-02,8.7,1,money,money_terms
money,4,2020-04-02,,1,money,money_terms
money,4,2020-03-15,8.2,1,money,money_terms
money,4,2020-03-21,8.2,1,money,money_terms
money,4,2018-12-25,6.6,1,money,money_terms
money,4,2019-09-01,7.7,2,money,money_terms
money,4,2020-02-21,8.2,1,money,money_terms
money,4,2020-06-06,8.8,1,money,money_terms
money,4,2020-05-17,8.8,1,money,money_terms
money,4,2020-05-10,8.8,2,money,money_terms
money,4,2020-10-30,9.2,1,money,money_terms
money,4,2019-12-03,8.2,1,money,money_terms
money,4,2019-06-11,7.5,1,money,money_terms
money,4,2020-02-17,8.2,1,money,money_terms
money,4,2019-09-13,7.91,1,money,money_terms
money,4,2020-03-30,8.7,1,money,money_terms
money,4,2020-09-27,,1,money,money_terms
money,4,2019-12-31,8.2,3,money,money_terms
money,4,2019-11-17,8.0,1,money,money_terms
money,4,2019-06-13,7.6,1,money,money_terms
money,4,2020-04-28,8.7,2,money,money_terms
money,4,2019-10-12,8.0,1,money,money_terms
money,4,2020-05-06,8.8,1,money,money_terms
money,4,2020-04-19,,1,money,money_terms
money,4,2020-04-19,8.7,1,money,money_terms
money,4,2019-11-24,,1,money,money_terms
money,4,2020-03-04,8.2,1,money,money_terms
money,4,2020-05-05,8.8,1,money,money_terms
money,4,2020-05-05,,1,money,money_terms
money,4,2020-05-11,8.8,1,money,money_terms
money,4,2020-07-14,8.8,1,money,money_terms
money,4,2020-05-07,8.8,1,money,money_terms
money,4,2019-11-11,8.0,1,money,money_terms
money,4,2020-05-02,8.8,2,money,money_terms
money,4,2019-08-15,7.7,1,money,money_terms
money,4,2020-11-13,9.2,1,money,money_terms
money,4,2019-12-13,8.2,3,money,money_terms
money,4,2019-01-13,6.6,1,money,money_terms
money,4,2020-05-01,8.8,1,money,money_terms
money,4,2020-05-01,8.2,2,money,money_terms
money,4,2020-04-30,8.8,2,money,money_terms
money,4,2020-04-30,8.7,1,money,money_terms
money,4,2019-10-17,8.0,1,money,money_terms
money,4,2020-06-28,8.8,1,money,money_terms
money,4,2019-11-08,8.0,1,money,money_terms
money,4,2020-01-11,8.2,2,money,money_terms
money,4,2020-06-08,8.8,2,money,money_terms
money,4,2020-08-02,8.8,1,money,money_terms
money,4,2019-11-18,8.0,1,money,money_terms
money,4,2019-12-27,8.2,2,money,money_terms
money,4,2020-03-31,8.7,2,money,money_terms
money,4,2020-01-09,8.2,1,money,money_terms
money,4,2019-12-22,8.2,1,money,money_terms
money,4,2020-01-16,8.2,2,money,money_terms
money,4,2020-07-21,,1,money,money_terms
money,4,2019-09-25,7.91,1,money,money_terms
money,4,2020-03-25,8.7,1,money,money_terms
money,4,2020-09-11,9.0,1,money,money_terms
money,4,2019-02-20,6.9,1,money,money_terms
money,4,2020-04-20,8.7,2,money,money_terms
money,4,2020-06-07,8.8,1,money,money_terms
money,4,2020-03-18,8.2,2,money,money_terms
money,4,2020-03-03,8.2,2,money,money_terms
money,4,2019-02-22,6.9,1,money,money_terms
money,4,2020-11-09,,1,money,money_terms
money,4,2020-07-06,8.8,1,money,money_terms
money,4,2019-06-27,7.7,1,money,money_terms
money,4,2020-08-25,9.0,1,money,money_terms
money,4,2020-08-25,,1,money,money_terms
money,4,2020-05-08,8.8,1,money,money_terms
money,4,2020-03-28,8.7,1,money,money_terms
money,4,2019-09-06,7.7,1,money,money_terms
money,4,2019-11-30,8.2,2,money,money_terms
money,4,2019-01-29,6.7,1,money,money_terms
money,4,2019-06-16,7.5,1,money,money_terms
money,4,2020-04-25,,1,money,money_terms
money,4,2020-01-07,8.2,1,money,money_terms
money,4,2019-04-08,7.02,1,money,money_terms
money,4,2020-08-07,,1,money,money_terms
money,4,2019-01-11,6.7,1,money,money_terms
money,4,2020-04-05,8.7,1,money,money_terms
money,4,2020-05-21,8.8,1,money,money_terms
money,4,2020-08-19,,1,money,money_terms
money,4,2020-03-06,8.2,1,money,money_terms
money,4,2020-07-28,8.8,1,money,money_terms
money,4,2019-07-31,7.7,1,money,money_terms
money,4,2019-10-25,8.0,1,money,money_terms
money,4,2020-07-08,,1,money,money_terms
money,4,2019-09-16,7.91,1,money,money_terms
money,4,2020-10-24,,3,money,money_terms
money,4,2020-01-14,8.2,1,money,money_terms
money,4,2020-04-07,8.7,1,money,money_terms
money,4,2020-05-13,8.8,1,money,money_terms
money,4,2020-03-11,8.2,1,money,money_terms
money,4,2020-08-27,9.0,1,money,money_terms
money,4,2019-12-04,8.2,1,money,money_terms
money,4,2020-08-20,8.8,2,money,money_terms
money,4,2019-11-01,,1,money,money_terms
money,4,2020-07-18,8.8,2,money,money_terms
money,4,2020-03-13,8.2,3,money,money_terms
money,4,2020-08-29,9.0,1,money,money_terms
money,4,2019-07-25,7.7,2,money,money_terms
money,4,2020-03-19,8.2,1,money,money_terms
money,4,2019-01-31,,2,money,money_terms
money,4,2019-12-11,8.2,1,money,money_terms
money,4,2019-07-15,7.7,1,money,money_terms
money,4,2019-06-14,7.5,1,money,money_terms
money,4,2019-03-03,6.9,1,money,money_terms
money,4,2019-09-26,7.91,1,money,money_terms
money,4,2020-09-20,9.0,1,money,money_terms
money,4,2019-10-10,8.0,2,money,money_terms
money,4,2020-05-25,8.8,1,money,money_terms
money,4,2020-03-09,8.2,1,money,money_terms
money,4,2020-02-15,8.2,1,money,money_terms
money,4,2019-11-07,8.0,1,money,money_terms
money,4,2019-05-21,7.5,1,money,money_terms
money,4,2020-02-04,,1,money,money_terms
money,4,2019-05-06,,1,money,money_terms
money,4,2020-09-22,9.0,1,money,money_terms
money,4,2020-03-24,8.2,2,money,money_terms
money,4,2020-08-30,8.8,1,money,money_terms
money,4,2018-12-30,6.6,1,money,money_terms
money,4,2020-09-01,9.0,1,money,money_terms
money,4,2019-09-05,7.7,1,money,money_terms
money,4,2019-01-18,6.7,1,money,money_terms
money,4,2019-04-24,7.4,1,money,money_terms
money,4,2020-07-25,8.8,1,money,money_terms
money,4,2020-03-27,8.7,1,money,money_terms
money,4,2019-03-02,6.9,1,money,money_terms
money,4,2020-07-30,8.8,1,money,money_terms
money,4,2020-07-13,,1,money,money_terms
money,4,2020-05-03,8.8,1,money,money_terms
money,4,2020-02-28,8.2,1,money,money_terms
money,4,2020-06-21,,1,money,money_terms
money,4,2020-02-03,8.2,1,money,money_terms
money,4,2019-07-27,7.7,1,money,money_terms
money,4,2020-04-29,8.7,1,money,money_terms
money,4,2020-04-21,8.7,1,money,money_terms
money,4,2019-09-17,7.91,1,money,money_terms
money,4,2019-05-10,,1,money,money_terms
money,4,2019-01-12,6.7,2,money,money_terms
money,4,2020-11-17,9.2,3,money,money_terms
money,4,2020-11-18,9.2,1,money,money_terms
money,4,2019-11-14,8.0,1,money,money_terms
money,4,2019-08-20,7.7,1,money,money_terms
money,4,2019-05-15,7.5,1,money,money_terms
money,4,2019-03-09,6.9,1,money,money_terms
money,4,2019-02-18,6.9,1,money,money_terms
money,4,2019-04-12,,1,money,money_terms
money,4,2019-05-24,,1,money,money_terms
had,4,2020-11-12,9.2,1,,
had,4,2020-09-10,9.0,1,,
had,4,2020-03-15,8.2,1,,
had,4,2019-01-13,6.6,1,,
had,4,2020-09-11,9.0,1,,
done,4,2020-11-12,9.2,1,,
done,4,2020-10-16,9.0,1,,
done,4,2020-04-13,8.7,1,,
done,4,2020-05-12,8.8,1,,
done,4,2019-04-08,7.02,1,,
the,4,2020-11-12,9.2,2,,
the,4,2020-11-12,,1,,
the,4,2020-11-03,9.2,1,,
the,4,2020-10-31,9.2,2,,
the,4,2020-10-09,9.0,1,,
the,4,2020-11-14,9.2,1,,
the,4,2020-10-21,,2,,
the,4,2020-09-05,9.0,3,,
the,4,2020-09-19,9.0,2,,
the,4,2020-07-13,,4,,
the,4,2020-07-13,8.8,2,,
the,4,2020-06-11,,3,,
the,4,2020-09-03,9.0,7,,
the,4,2020-09-03,,2,,
the,4,2020-09-23,9.0,1,,
the,4,2020-09-10,9.0,5,,
the,4,2020-09-24,9.0,2,,
the,4,2020-05-29,8.8,1,,
the,4,2020-08-01,,1,,
the,4,2020-08-01,8.8,5,,
the,4,2020-05-28,8.8,2,,
the,4,2020-05-28,,1,,
the,4,2020-09-16,9.0,4,,
the,4,2020-07-29,8.8,2,,
the,4,2020-01-04,8.2,8,,
the,4,2020-10-20,,1,,
the,4,2020-05-14,8.8,2,,
the,4,2020-02-06,8.2,1,,
the,4,2020-07-30,8.8,1,,
the,4,2020-07-03,,1,,
the,4,2020-04-25,,1,,
the,4,2020-04-11,8.7,1,,
the,4,2020-06-04,8.8,1,,
the,4,2020-01-20,8.2,1,,
the,4,2020-08-11,8.8,1,,
the,4,2020-04-14,8.7,1,,
the,4,2020-10-06,,1,,
the,4,2019-10-29,,2,,
the,4,2020-05-31,8.8,1,,
the,4,2019-10-03,7.7,4,,
the,4,2020-03-15,8.2,1,,
the,4,2020-06-13,8.8,1,,
the,4,2020-03-21,8.2,1,,
the,4,2019-12-25,8.2,2,,
the,4,2019-09-01,7.7,1,,
the,4,2020-05-17,8.8,1,,
the,4,2020-05-10,8.8,2,,
the,4,2020-03-29,8.7,2,,
the,4,2020-03-29,,1,,
the,4,2019-06-11,7.5,1,,
the,4,2019-07-14,6.9,1,,
the,4,2020-04-09,8.7,3,,
the,4,2020-04-17,8.7,2,,
the,4,2019-11-05,8.0,2,,
the,4,2019-12-31,8.2,7,,
the,4,2020-02-15,8.2,1,,
the,4,2020-04-28,8.7,1,,
the,4,2019-10-31,8.0,2,,
the,4,2020-05-09,8.8,2,,
the,4,2020-05-04,8.8,1,,
